Steps, Matrix_size,temp
997000,20,2.4
-800,0
-796,0
-792,0
-788,0
-784,0
-780,0
-776,0
-772,0
-768,0
-764,0
-760,0
-756,0
-752,0
-748,0
-744,0
-740,1
-736,2
-732,1
-728,4
-724,3
-720,13
-716,10
-712,17
-708,18
-704,40
-700,46
-696,53
-692,95
-688,105
-684,149
-680,199
-676,232
-672,318
-668,385
-664,480
-660,607
-656,759
-652,965
-648,1049
-644,1258
-640,1534
-636,1766
-632,2055
-628,2403
-624,2748
-620,3174
-616,3560
-612,4102
-608,4551
-604,5167
-600,5800
-596,6498
-592,7058
-588,7705
-584,8517
-580,9169
-576,9998
-572,10958
-568,11901
-564,12584
-560,13716
-556,14567
-552,15484
-548,16433
-544,17219
-540,18447
-536,19187
-532,20553
-528,21137
-524,22003
-520,23137
-516,23779
-512,24366
-508,25343
-504,25845
-500,26611
-496,26731
-492,27643
-488,27776
-484,27659
-480,27943
-476,27565
-472,27144
-468,26842
-464,26335
-460,25432
-456,24248
-452,23442
-448,22202
-444,21124
-440,19605
-436,18649
-432,17320
-428,15804
-424,14574
-420,13129
-416,11850
-412,10219
-408,9390
-404,7951
-400,6974
-396,5990
-392,5096
-388,4250
-384,3633
-380,2904
-376,2481
-372,2037
-368,1628
-364,1340
-360,1033
-356,787
-352,633
-348,460
-344,360
-340,241
-336,192
-332,135
-328,112
-324,89
-320,43
-316,46
-312,29
-308,15
-304,6
-300,6
-296,8
-292,4
-288,4
-284,2
-280,0
-276,0
-272,1
-268,0
-264,0
-260,0
-256,0
-252,0
-248,0
-244,0
-240,0
-236,0
-232,0
-228,0
-224,0
-220,0
-216,0
-212,0
-208,0
-204,0
-200,0
-196,0
-192,0
-188,0
-184,0
-180,0
-176,0
-172,0
-168,0
-164,0
-160,0
-156,0
-152,0
-148,0
-144,0
-140,0
-136,0
-132,0
-128,0
-124,0
-120,0
-116,0
-112,0
-108,0
-104,0
-100,0
-96,0
-92,0
-88,0
-84,0
-80,0
-76,0
-72,0
-68,0
-64,0
-60,0
-56,0
-52,0
-48,0
-44,0
-40,0
-36,0
-32,0
-28,0
-24,0
-20,0
-16,0
-12,0
-8,0
-4,0
0,0
4,0
8,0
12,0
16,0
20,0
24,0
28,0
32,0
36,0
40,0
44,0
48,0
52,0
56,0
60,0
64,0
68,0
72,0
76,0
80,0
84,0
88,0
92,0
96,0
100,0
104,0
108,0
112,0
116,0
120,0
124,0
128,0
132,0
136,0
140,0
144,0
148,0
152,0
156,0
160,0
164,0
168,0
172,0
176,0
180,0
184,0
188,0
192,0
196,0
200,0
204,0
208,0
212,0
216,0
220,0
224,0
228,0
232,0
236,0
240,0
244,0
248,0
252,0
256,0
260,0
264,0
268,0
272,0
276,0
280,0
284,0
288,0
292,0
296,0
300,0
304,0
308,0
312,0
316,0
320,0
324,0
328,0
332,0
336,0
340,0
344,0
348,0
352,0
356,0
360,0
364,0
368,0
372,0
376,0
380,0
384,0
388,0
392,0
396,0
400,0
404,0
408,0
412,0
416,0
420,0
424,0
428,0
432,0
436,0
440,0
444,0
448,0
452,0
456,0
460,0
464,0
468,0
472,0
476,0
480,0
484,0
488,0
492,0
496,0
500,0
504,0
508,0
512,0
516,0
520,0
524,0
528,0
532,0
536,0
540,0
544,0
548,0
552,0
556,0
560,0
564,0
568,0
572,0
576,0
580,0
584,0
588,0
592,0
596,0
600,0
604,0
608,0
612,0
616,0
620,0
624,0
628,0
632,0
636,0
640,0
644,0
648,0
652,0
656,0
660,0
664,0
668,0
672,0
676,0
680,0
684,0
688,0
692,0
696,0
700,0
704,0
708,0
712,0
716,0
720,0
724,0
728,0
732,0
736,0
740,0
744,0
748,0
752,0
756,0
760,0
764,0
768,0
772,0
776,0
780,0
784,0
788,0
792,0
796,0
800,0
